lab_sample_num, drainage_cl
85P0976,moderately well
85P0977,excessively
85P0977,excessively
85P0978,well
85P0978,well
86P0106,moderately well
86P0106,moderately well
86P0107,well
86P0108,well
86P0109,poorly
86P0110,poorly
86P0110,poorly
86P0111,moderately well
86P0112,moderately well
86P0112,moderately well
86P0113,very poorly
86P0113,very poorly
86P0114,moderately well
86P0115,somewhat excessively
86P0115,somewhat excessively
86P0116,somewhat excessively
86P0116,somewhat excessively
86P0117,well
86P0117,well
86P0168,moderately well
86P0168,moderately well
86P0271,
86P0275,well
86P0275,well
86P0276,excessively
86P0277,well
86P0277,well
86P0278,well
86P0279,well
86P0279,well
86P0280,well
86P0280,well
86P0281,well
86P0281,well
86P0282,well
86P0283,moderately well
86P0283,moderately well
86P0284,moderately well
86P0284,moderately well
86P0285,very poorly
86P0286,well
86P0287,well
86P0383,well
86P0383,well
86P0384,well
86P0384,well
86P0385,well
86P0385,well
86P0386,well
86P0386,well
86P0893,moderately well
86P0893,moderately well
86P0894,poorly
86P0894,poorly
86P0895,well
86P0895,well
86P0896,well
86P0896,well
86P0897,well
86P0897,well
86P0898,well
86P0898,well
86P0899,well
86P0899,well
86P0900,well
86P0900,well
86P0901,well
86P0901,well
87P0111,very poorly
87P0111,very poorly
87P0112,very poorly
87P0113,very poorly
87P0114,very poorly
87P0115,moderately well
87P0115,moderately well
87P0116,poorly
87P0117,very poorly
87P0117,very poorly
87P0118,very poorly
87P0119,somewhat excessively
87P0120,excessively
87P0121,excessively
87P0122,excessively
87P0123,excessively
87P0123,excessively
87P0124,somewhat excessively
87P0125,very poorly
87P0132,excessively
87P0184,well
87P0184,well
87P0185,somewhat poorly
87P0185,somewhat poorly
87P0186,well
87P0186,well
87P0187,very poorly
87P0187,very poorly
87P0188,somewhat excessively
87P0188,somewhat excessively
87P0189,well
87P0190,well
87P0191,well
87P0206,
87P0423,well
87P0423,well
87P0424,well
87P0424,well
87P0425,well
87P0425,well
87P0426,well
87P0426,well
87P0427,
87P0427,
87P0428,
87P0428,
87P0521,
87P0581,well
87P0581,well
87P0582,well
87P0583,well
87P0583,well
87P0584,well
87P0585,well
87P0586,well
87P0586,well
87P0587,well
87P0588,well
87P0612,poorly
87P0612,poorly
87P0613,moderately well
87P0613,moderately well
87P0669,moderately well
87P0669,moderately well
88P0383,well
88P0383,well
88P0384,well
88P0384,well
88P0385,well
88P0385,well
88P0386,somewhat poorly
88P0386,somewhat poorly
88P0387,somewhat excessively
88P0387,somewhat excessively
88P0388,moderately well
88P0388,moderately well
88P0389,moderately well
88P0389,moderately well
88P0493,well
88P0493,well
88P0494,
88P0494,
88P0495,well
88P0495,well
88P0496,
88P0496,
88P0497,
88P0497,
88P0498,well
88P0498,well
88P0499,
88P0499,
88P0501,
88P0501,
88P0502,
88P0502,
88P0503,well
88P0503,well
88P0504,
88P0505,well
88P0506,
88P0507,
88P0541,
88P0704,poorly
88P0705,well
88P0705,well
89P0358,well
89P0359,well
89P0360,well
89P0361,well
89P0362,well
89P0363,excessively
89P0363,excessively
89P0364,well
89P0365,moderately well
89P0366,moderately well
89P0367,well
89P0368,excessively
89P0369,moderately well
89P0369,moderately well
89P0370,excessively
89P0370,excessively
89P0371,moderately well
90P0111,
90P0112,
90P0113,
90P0114,
90P0115,
90P0116,
90P0117,
90P0118,
90P0119,
90P0119,
90P0120,
90P0120,
90P0121,
90P0121,
90P0657,well
90P0657,well
90P0658,well
90P0658,well
90P0732,well
90P0732,well
90P0733,well
90P0734,well
91P0100,well
91P0102,moderately well
91P0103,moderately well
91P0788,excessively
91P0788,excessively
91P0789,poorly
91P0789,poorly
91P0790,poorly
91P0790,poorly
91P0791,poorly
91P0791,poorly
91P0792,moderately well
91P0792,moderately well
91P0793,excessively
91P0793,excessively
91P0794,moderately well
91P0794,moderately well
91P0795,somewhat poorly
91P0795,somewhat poorly
91P0796,moderately well
91P0796,moderately well
91P0819,moderately well
91P0819,moderately well
91P0820,moderately well
91P0821,moderately well
91P0822,moderately well
91P0822,moderately well
91P0823,well
91P0823,well
91P0824,well
91P0824,well
91P0825,moderately well
91P0825,moderately well
91P0826,well
91P0826,well
91P0827,well
91P0827,well
02N0204,poorly
02N0204,poorly
01N0907,moderately well
01N0908,moderately well
01N1135,moderately well
01N1136,moderately well
02N0138,well
02N0138,well
02N0139,moderately well
02N0140,well
01N0906,well
01N0329,poorly
01N0329,poorly
01N0327,well
01N0327,well
01N0328,poorly
01N0328,poorly
01N0332,well
01N0332,well
01N0330,well
01N0330,well
01N0331,well
01N0331,well
01N1138,
02N0514,somewhat poorly
02N0514,somewhat poorly
02N0513,well
02N0515,somewhat poorly
02N0515,somewhat poorly
01N1149,well
03N0722,moderately well
03N0722,moderately well
03N0981,
01N1149,
04N1070,well
05N0027,
03N0927,
03N0928,
03N0929,
03N0930,
03N0931,
03N0932,
03N0933,
03N0934,moderately well
03N0934,moderately well
03N0935,
03N0936,
03N0937,
03N0939,
03N0938,moderately well
03N0940,
03N0941,
03N0942,
03N0943,
03N0944,
04N1029,well
04N1029,well
04N1033,well
04N1033,well
04N1030,well
04N1031,well
04N1031,well
04N1032,well
04N1032,well
04N1035,well
04N1048,well
04N1048,well
02N0964,poorly
02N0964,poorly
03N0004,moderately well
03N0004,moderately well
03N0005,well
03N0005,well
03N0006,moderately well
03N0006,moderately well
03N0007,well
03N0007,well
04N1034,well
04N1034,well
01N0947,well
01N0948,somewhat excessively
01N0949,very poorly
01N0949,very poorly
01N0950,well
01N0951,very poorly
01N0951,very poorly
01N0952,well
01N0952,well
01N0953,moderately well
40A1242,somewhat excessively
40A1242,somewhat excessively
40A1243,somewhat excessively
04N1070,well
01N0946,poorly
01N0946,poorly
05N0877,well
96P0007,moderately well
05N0110,well
05N0110,well
05N0111,well
05N0111,well
05N0109,well
05N0109,well
04N1035,well
05N0398,well
05N0398,well
05N0399,well
05N0399,well
05N0673,well
95P0502,well
05N0344,
01P0174,well
01P0048,well
05N0877,well
05N0878,moderately well
05N0878,moderately well
05N0879,moderately well
05N0879,moderately well
05N0880,excessively
05N0881,excessively
05N0881,excessively
05N0882,well
05N0882,well
05N0883,moderately well
05N0883,moderately well
05N0884,well
05N0884,well
05N0885,moderately well
05N0885,moderately well
07N0036,very poorly
40A5380,
40A5381,
40A5382,
40A5384,
40A5386,
40A5387,
91P0105,poorly
91P0098,well
03N0722,moderately well
05N0673,well
01N0969,somewhat poorly
01P0063,well
40A4598,
40A4599,
07N0026,well
07N0026,well
07N0027,poorly
07N0027,poorly
07N0028,well
07N0028,well
06N0797,moderately well
06N0797,moderately well
07N0031,
07N0031,
07N0033,
07N0033,
05N0206,poorly
05N0207,somewhat poorly
05N0208,somewhat poorly
05N0208,somewhat poorly
05N0209,poorly
05N0209,poorly
05N0210,somewhat poorly
05N0211,poorly
05N0211,poorly
05N0212,moderately well
05N0212,moderately well
URI0710PJ,subaqueous
URI0711PJ,subaqueous
URI0712PJ,subaqueous
URI0713PJ,subaqueous
URI0714PJ,subaqueous
URI0404NP,subaqueous
05N0340,somewhat poorly
05N0343,moderately well
05N0345,moderately well
05N0345,moderately well
05N0568,poorly
05N0568,poorly
05N0568,poorly
05N0571,well
05N0571,well
05N0569,moderately well
05N0569,moderately well
05N0570,moderately well
URI0707PJ,subaqueous
URI0705PJ,subaqueous
URI0706PJ,subaqueous
URI0708PJ,subaqueous
URI0609WH,subaqueous
URI0606WH,subaqueous
URI0608WH,subaqueous
URI0607WH,subaqueous
URI0604GB,subaqueous
URI0605GB,subaqueous
URI0608GB,subaqueous
URI0603GB,subaqueous
URI0607GB,subaqueous
URI0009NP,very poorly
URI0008NP,very poorly
URI0007NP,very poorly
URI0006NP,very poorly
URI0005NP,very poorly
URI0004NP,subaqueous
URI0001NP,very poorly
URI0002NP,very poorly
URI0003NP,subaqueous
URI0611QP,subaqueous
URI0612QP,very poorly
URI0610QP,very poorly
URI0613QP,very poorly
URI0614QP,subaqueous
URI0615QP,very poorly
07N0685,poorly
07N0685,poorly
07N0686,very poorly
07N0687,very poorly
07N0687,very poorly
07N0688,poorly
07N0688,poorly
08N0327,well
08N0328,well
08N0329,
08N0329,
08N0330,well
08N0330,well
08N0331,well
08N0331,well
06N0547,very poorly
06N0547,very poorly
06N0548,very poorly
06N0548,very poorly
06N0549,very poorly
06N0549,very poorly
06N0550,very poorly
06N0550,very poorly
06N0551,very poorly
06N0551,very poorly
06N0552,very poorly
06N0552,very poorly
05N0342,moderately well
05N0341,somewhat poorly
08N0434,well
08N0433,
08N0433,
01N0944,moderately well
01N0944,moderately well
01N0945,moderately well
01N0945,moderately well
08N0528,well
08N0528,well
08N0529,well
08N0529,well
08N0530,
08N0530,
07N0035,very poorly
07N0035,very poorly
07N0032,
07N0032,
07N0034,
07N0034,
07N0036,very poorly
07N0037,subaqueous
07N0037,subaqueous
07N0038,
07N0038,
07N0039,
07N0039,
07N0040,subaqueous
07N0040,subaqueous
07N0041,subaqueous
07N0041,subaqueous
07N0042,subaqueous
07N0042,subaqueous
07N0043,
07N0043,
07N0044,
07N0044,
06N0403,subaqueous
06N0403,subaqueous
06N0404,
06N0404,
06N0401,
06N0401,
06N0402,
06N0402,
00P0101,moderately well
08N0701,very poorly
08N0697,very poorly
08N0697,very poorly
08N0698,somewhat excessively
08N0698,somewhat excessively
08N0699,somewhat excessively
08N0699,somewhat excessively
08N0700,moderately well
08N0700,moderately well
83P0116,well
85P0973,somewhat excessively
04N0103,very poorly
04N0104,poorly
04N0105,very poorly
04N0106,poorly
01N1138,well
08N0701,very poorly
08N0702,very poorly
08N0702,very poorly
93P0277,well
95P0269,
09N0885,well
09N0886,well
09N0891,well
09N0887,
09N0887,
09N0890,somewhat poorly
09N0886,well
09N0885,well
09N0888,excessively
09N0888,excessively
09N0891,well
09N0889,
URI0801NP,subaqueous
URI0802NP,subaqueous
URI0803NP,subaqueous
URI0804NP,subaqueous
URI0805NP,subaqueous
URI0811QP,subaqueous
URI0812QP,subaqueous
URI0807NP,subaqueous
URI0808NP,subaqueous
URI0809NP,subaqueous
URI0810NP,subaqueous
URI0806NP,subaqueous
URI0813QP,subaqueous
07N0749,well
07N0750,well
07N0751,moderately well
10N0001,well
10N0001,well
09N0889,well
09N0890,moderately well
99P0564,well
99P0564,well
01N0883,very poorly
09N0843,well
01N0884,very poorly
01N0885,somewhat poorly
01N0886,somewhat poorly
01N0887,very poorly
01N0888,very poorly
01N0889,moderately well
01N0890,very poorly
01N0891,moderately well
07N0305,well
07N0305,well
07N0306,well
07N0306,well
07N0307,well
07N0307,well
07N0308,well
07N0308,well
07N0309,well
07N0309,well
07N0310,well
07N0310,well
07N0311,well
07N0311,well
07N0312,well
07N0312,well
07N0313,moderately well
07N0313,moderately well
07N0314,well
07N0314,well
07N0315,well
07N0315,well
07N0316,well
07N0316,well
07N0317,moderately well
07N0317,moderately well
07N0318,well
07N0318,well
07N0319,well
07N0319,well
07N0320,well
07N0320,well
07N0321,well
07N0321,well
07N0322,well
07N0322,well
07N0323,well
07N0323,well
07N0324,well
07N0324,well
07N0325,well
07N0325,well
07N0326,well
07N0326,well
07N0327,well
07N0327,well
07N0328,well
07N0328,well
07N0329,well
07N0329,well
07N0330,well
07N0330,well
07N0331,well
07N0331,well
URI0901QP,subaqueous
URI0902QP,subaqueous
URI0903QP,subaqueous
URI0904QP,subaqueous
URI0905QP,subaqueous
URI0906QP,subaqueous
URI0907PJ,subaqueous
URI0908PJ,subaqueous
URI0909PJ,subaqueous
URI0911PJ,subaqueous
URI0912PJ,subaqueous
URI0913PJ,subaqueous
URI0916NP,subaqueous
URI0917NP,subaqueous
URI0918NP,subaqueous
URI0919NP,subaqueous
10N1321,moderately well
10N1321,moderately well
01N0938,very poorly
01N0938,very poorly
10N1237,moderately well
11N8653,moderately well
11N8653,moderately well
10N1316,poorly
10N1316,poorly
10N1317,excessively
10N1317,excessively
10N1318,moderately well
10N1318,moderately well
10N1319,moderately well
10N1319,moderately well
11N0115,moderately well
11N0115,moderately well
40A1289,well
11N8647,moderately well
11N8647,moderately well
11N8651,well
11N8651,well
11N8652,moderately well
11N8652,moderately well
11N8648,moderately well
11N8648,moderately well
11N8650,well
11N8650,well
11N8649,well
11N8649,well
11N8654,well
11N8654,well
00P1365,somewhat poorly
00P1365,somewhat poorly
12N0021,moderately well
12N0021,moderately well
12N0025,poorly
12N0025,poorly
12N0027,moderately well
12N0027,moderately well
12N0024,excessively
12N0024,excessively
12N0023,excessively
12N0023,excessively
12N0022,very poorly
12N0022,very poorly
12N7770,poorly
12N7770,poorly
12N7771,very poorly
12N7771,very poorly
12N0026,moderately well
12N0026,moderately well
12N8267,poorly
12N8267,poorly
12N8266,poorly
12N8266,poorly
12N8264,poorly
12N8264,poorly
12N8263,poorly
12N8263,poorly
12N8265,poorly
12N8265,poorly
10N1237,somewhat poorly
10N1236,moderately well
10N1235,moderately well
10N1235,moderately well
12N7646,well
12N7646,well
95P0607,well
12N7941,somewhat excessively
12N7940,moderately well
13N0421,very poorly
13N0422,poorly
13N0423,poorly
13N0423,poorly
13N0424,moderately well
13N0424,moderately well
13N0837,poorly
13N0837,poorly
13N0563,excessively
13N0563,excessively
13N0566,excessively
13N0566,excessively
13N0564,moderately well
13N0564,moderately well
13N0565,moderately well
13N0565,moderately well
14N0301,poorly
14N0301,poorly
14N0300,poorly
14N0300,poorly
14N0300,poorly
16N0292,very poorly
16N0293,very poorly
88P0500,
14N0299,poorly
14N0299,poorly
14N0298,poorly
14N0298,poorly
89P0176,well
89P0175,well
13N0835,well
13N0835,well
13N0836,well
13N0836,well
13N9289,well
13N9289,well
13N9290,well
13N9290,well
13N9291,well
13N9291,well
13N96698,excessively
13N96700,excessively
13N96699,excessively
13N96699,excessively
13N96701,well
13N96701,well
14N0347,well
14N0347,well
14N0344,well
14N0344,well
URI0001,subaqueous
URI0002,subaqueous
URI0003,subaqueous
URI0004,subaqueous
URI0005,subaqueous
URI0006,subaqueous
URI0007,subaqueous
URI0008,subaqueous
16N0290,very poorly
14N0345,somewhat poorly
14N0345,somewhat poorly
84P0764,
84P0764,
84P0765,very poorly
84P0765,very poorly
84P0766,very poorly
84P0766,very poorly
84P0768,
84P0768,
84P0769,very poorly
84P0769,very poorly
84P0767,
84P0767,
95P0707,well
95P0707,well
15N0063,well
15N0064,well
15N0064,well
14N0346,moderately well
14N0346,moderately well
1984MA015018,well
1979MA003003,well
1979MA027001,well
1978MA009015,moderately well
1981MA003001,somewhat poorly
1979MA009016,somewhat poorly
1980MA015003,well
1979MA027002,well
1982MA011001,poorly
00P0615,very poorly
1980MA015004,excessively
1980MA001001,excessively
1984MA015019,well
1979MA003004,well
1980MA023001,excessively
1980MA015005,poorly
1979MA015005,well
1979MA015007,well
1980MA011001,well
1979MA003005,well
1979MA003006,well
1980MA003001,well
1982MA027001,moderately well
1980MA015009,moderately well
1980MA015010,poorly
1979MA011001,well
1980MA027006,moderately well
1981MA007002,well
1978MA009017,poorly
1978MA009019,moderately well
1979MA015006,moderately well
1980MA003002,well
1980MA027005,well
1980MA015006,well
1980MA015007,moderately well
1980MA015008,well
1980MA007001,well
1978MA009021,moderately well
1980MA001002,excessively
1980MA015011,very poorly
1978MA009020,moderately well
1978MA009020,moderately well
1978MA009018,moderately well
1978MA009022,poorly
1980MA015012,poorly
15N0149,moderately well
15N0149,moderately well
15N0147,poorly
15N0147,poorly
15N0148,well
15N0148,well
40A0306,
40A0318,
40A1168,
40A1169,
40A1170,
40A1171,
40A1212,
40A1214,
40A1214,
40A1218,
40A1218,
40A1219,
40A1219,
40A1283,
40A1284,
40A1310,
40A1310,
40A1311,
40A1311,
40A1312,
40A1312,
40A4209,
40A4210,
40A5375,
40A5376,
40A5378,
40A5379,
40A5498,
40A5500,
40A5505,
78P0350,
78P0516,
78P0517,
78P0518,
78P0519,
78P0520,
78P0521,moderately well
78P0522,
78P0523,
78P0524,moderately well
78P0525,
79P0075,
79P0076,
79P0077,
81P0337,
81P0343,well
81P0343,well
81P0351,
81P0352,
82P0114,moderately well
82P0114,moderately well
82P0115,
82P0115,
82P0116,
82P0116,
82P0117,
82P0117,
82P0118,
82P0118,
82P0119,
82P0119,
83P0177,poorly
83P0177,poorly
83P0178,
83P0280,
83P0383,
83P0384,
83P0385,
84P0249,
84P0250,
84P0251,
84P0700,
85P0054,
86P0288,well
88P0884,
88P0885,
89P0120,
89P0174,
89P0319,
89P0626,
89P0627,
89P0628,
89P0629,
89P0720,
91P0099,
91P0101,
91P0104,
91P0797,
91P0852,
91P0853,
91P0854,
91P0855,
92P0611,
92P0612,
93P0654,
93P0655,
93P0656,
93P0657,
93P0660,
94P0533,
94P0534,
94P0626,
94P0627,
94P0628,
94P0629,
94P0630,
94P0631,
94P0632,
94P0633,
94P0634,
95P0377,
95P0378,
95P0379,
95P0380,
95P0381,
95P0382,
95P0383,
95P0384,
95P0385,
95P0386,
95P0387,
95P0388,
95P0552,
95P0553,
95P0554,
95P0555,
95P0556,
95P0557,
95P0558,
95P0559,
95P0560,
95P0704,
95P0704,
95P0705,
95P0706,well
95P0706,well
95P0708,poorly
95P0708,poorly
95P0709,
95P0709,
95P0710,
95P0710,
95P0711,
95P0711,
95P0719,
95P0719,
96P0044,
99P0076,
99P0077,
99P0435,
99P0436,
99P0437,
99P0566,
99P0611,
99P0618,
00P0002,
00P0003,
00P0004,
00P0007,
00P0008,
00P0009,
00P0010,
00P0012,
00P0013,
00P0014,
00P0015,
00P0017,
00P0018,
00P0019,
00P0020,
00P0022,
00P0023,
00P0024,
00P0025,
00P0026,
00P0027,
00P0028,
00P0029,
00P0030,
00P0031,
00P0032,
00P0033,
00P0034,
00P0034,
00P0035,
00P0035,
00P0619,
00P0632,
00P0633,
00P0634,
00P0635,
00P0636,
00P0637,
00P0638,
00P0641,
00P0642,
00P0643,
00P0644,
00P0645,
00P0650,
00P0776,
00P0776,
00P0825,
00P0826,
00P0827,
00P0828,
00P0829,
00P0830,
00P0831,
00P0832,
00P0833,
00P0834,
00P0835,
00P0836,
00P0997,
00P0998,
00P0999,
00P1000,
00P1001,
00P1002,
00P1003,
00P1004,
00P1005,
00P1006,
00P1007,
00P1008,
00P1364,
00P1366,
00P1367,
00P1368,
00P1369,
00P1370,
00P1371,
00P1372,
00P1373,
00P1374,
00P1375,
00P1376,
00P1377,
01P0013,
01P0014,
01P0015,
01P0016,
01P0017,
01P0018,
01P0019,
01P0020,
01P0021,
01P0022,
01P0023,
01P0024,
01P0326,
01P0534,
01P0535,
01P0536,
01P0537,
01P0538,
01P0539,
01P0540,
01P0541,
01P0542,
01P0543,
01P0544,
01P0545,
01N0380,
01N0381,
01N0382,
01N0383,
01N0384,
01N0385,
01N0386,
01N0387,
01N0388,
01N0389,
01N0390,
01N0391,
01N0392,
01N0393,
01N0394,
01N0395,
01N0396,
01N0669,
01N0680,
01N0670,
01N0671,
01N0672,
01N0673,
01N0675,
01N0674,
01N0676,
01N0677,
01N0678,
01N0668,
01N0679,
01N0681,
01N0682,
01N0683,
01N0999,
01N1000,
01N1001,
01N1002,
01N1003,
01N1004,
01N1005,
01N1006,
01N1007,
01N1008,
01N1009,
01N1010,
01N1011,
01N1012,
01N1013,
01N1014,
01N1015,
01N0972,
01N0973,
01N0974,
01N0975,
01N0976,
01N0977,
01N0978,
01N0979,
01N0980,
01N0981,
01N0982,
01N0983,
01N0984,
01N0985,
01N0986,
01N0987,
01N0004,
01N0005,
01N0003,
01N0006,
01N0007,
01N0008,
01N0009,
01N0010,
01N0011,
01N0012,
01N0013,
01N0014,
01N0015,
01N0016,
01N0017,
02N0669,
02N0670,
02N0671,
02N0672,
02N0673,
02N0674,
02N0675,
02N0676,
02N0677,
02N0678,
02N0679,
02N0680,
02N0681,
02N0682,
02N0683,
02N0684,
02N0685,
02N0952,
02N0205,
02N0206,
03N0015,
03N0016,
03N0017,
03N0018,
03N0019,
03N0020,
03N0021,
03N0022,
03N0023,
03N0024,
03N0360,
03N0361,
03N0362,
03N0363,
03N0364,
03N0366,
03N0365,
03N0367,
03N0368,
03N0369,
01N1093,
01N1094,
01N1095,
01N1096,
01N1097,
01N1098,
01N1099,
01N1100,
01N1101,
01N1102,
01N1103,
01N1104,
02N0965,
02N0966,
02N0967,
02N0968,
02N0969,
02N0970,
02N0971,
02N0972,
02N0973,
02N0974,
02N0975,
02N0976,
02N0977,
02N0978,
02N0979,
02N0980,
02N0981,
02N0983,
03N0557,
03N0558,
03N0560,
03N0561,
03N0563,
03N0564,
03N0566,
03N0567,
03N0569,
03N0570,
03N0572,
03N0573,
03N0575,
03N0577,
03N0578,
03N0580,
03N0806,
03N0807,
03N0808,
03N0809,
03N0810,
03N0811,
03N0812,
03N0813,
03N0814,
03N0815,
03N0816,
03N0817,
03N0818,
03N0819,
04N0017,
04N0017,
02N0892,
02N0893,
02N0894,
02N0895,
02N0896,
02N0897,
02N0898,
02N0899,
02N0900,
02N0901,
02N0902,
02N0903,
02N0904,
02N0905,
02N0906,
02N0907,
02N0908,
03N0039,
03N0040,
03N0041,
03N0042,
03N0043,
03N0044,
03N0045,
03N0046,
03N0047,
03N0048,
03N0049,
03N0050,
03N0051,
03N0052,
03N0054,
03N0055,
03N0053,
04N0048,
04N0049,
04N0050,
04N0051,
04N0052,
04N0053,
04N0054,
04N0055,
04N0056,
04N0057,
04N0058,
04N0059,
04N0060,
04N0061,
04N0062,
04N0063,
04N0064,
04N0197,
03N0391,
03N0392,
03N0393,
03N0394,
03N0395,
03N0396,
03N0397,
03N0398,
03N0399,
03N0623,poorly
03N0624,poorly
03N0625,poorly
03N0626,poorly
03N0627,poorly
03N0628,poorly
03N0629,poorly
03N0630,poorly
03N0631,poorly
03N0632,poorly
03N0633,poorly
03N0634,poorly
03N0635,poorly
03N0636,poorly
03N0637,poorly
03N0638,
04N0329,
03N0945,
03N0947,
03N0948,
03N0946,
03N0949,
03N0950,
03N0951,
03N0952,
03N0953,
03N0954,
03N0955,
03N0956,
03N0957,
03N0958,
03N1045,
04N0773,
04N1023,
04N1024,
04N1073,
04N1074,
04N1075,
04N0133,
04N0134,
04N0135,
04N0136,
04N0137,
04N0138,
04N0139,
04N0140,
04N0141,
04N0142,
04N0143,
04N0144,
04N0145,
04N0146,
04N0147,
04N0148,
06N0596,
06N0597,
06N0598,
06N0601,
05N0368,
05N0368,
05N0369,
05N0369,
05N0780,
05N0781,
05N0782,
05N0213,
05N0214,
07N0243,subaqueous
07N0243,subaqueous
07N0244,subaqueous
07N0244,subaqueous
07N0245,subaqueous
07N0245,subaqueous
07N0246,subaqueous
07N0246,subaqueous
07N0247,subaqueous
07N0247,subaqueous
07N0248,subaqueous
07N0248,subaqueous
07N0249,subaqueous
07N0249,subaqueous
07N0250,subaqueous
07N0250,subaqueous
07N0251,subaqueous
07N0251,subaqueous
07N0252,subaqueous
07N0252,subaqueous
08N0176,
09N0740,
09N0975,
10N0577,
10N0003,
10N0005,
10N0007,
10N0009,
10N1320,
10N0651,
10N0657,
URI130907,well
URI130907,well
URI130908,well
URI130908,well
URI130909,well
URI130909,well
URI130910,well
URI130910,well
URI130911,well
URI130911,well
URI130912,well
URI130912,well
URI130913,somewhat excessively
URI130913,somewhat excessively
URI130301,somewhat excessively
URI130301,somewhat excessively
URI130914,somewhat excessively
URI130914,somewhat excessively
URI130915,somewhat excessively
URI130915,somewhat excessively
URI130916,somewhat excessively
URI130916,somewhat excessively
URI130917,somewhat excessively
URI130917,somewhat excessively
URI130918,well
URI130918,well
URI130302,somewhat excessively
URI130302,somewhat excessively
URI130702,somewhat excessively
URI130702,somewhat excessively
URI130903,subaqueous
URI130903,subaqueous
URI130904,subaqueous
URI130904,subaqueous
URI130905,subaqueous
URI130905,subaqueous
URI130906,subaqueous
URI130906,subaqueous
URI130901,subaqueous
URI130901,subaqueous
URI130902,subaqueous
URI130902,subaqueous
15N0682,very poorly
15N0681,very poorly
15N0683,very poorly
02N1096,well
02N1096,well
02N1097,well
02N1097,well
02N1098,well
02N1098,well
02N1099,well
02N1099,well
02N1100,well
02N1100,well
02N1101,well
02N1101,well
02N1102,well
02N1102,well
02N1103,well
02N1103,well
02N1104,somewhat excessively
02N1104,somewhat excessively
02N1105,well
02N1105,well
16N0291,very poorly
URI130919,poorly
URI130919,poorly
URI130920,poorly
URI130920,poorly
URI130921,poorly
URI130921,poorly
URI130922,very poorly
URI130922,very poorly
URI130923,very poorly
URI130923,very poorly
URI130924,very poorly
URI130924,very poorly
87P0669,moderately well
16N0621,very poorly
16N0622,very poorly
16N0620,very poorly
16N0623,moderately well
16N0624,well
