smp id,Dupl,area code,taxonomic order,horz desgn master,lay depth to top,lay depth to bottom,MGMT_lable,Measured Active Carbon,pH,Clay,Sand,Silt,Est Org C,Total Carbon
167781,U,OK,mollisols,A,0,2,R,1596,5.1,19.0,12.9,68.1,4.43,4.4
167782,U,OK,mollisols,A,2,31,R,367,5.7,21.4,16.6,62.0,1.3,1.3
167784,U,OK,mollisols,A,0,2,R,1518,5.0,16.3,14.5,69.2,3.75,3.7
167785,U,OK,mollisols,A,2,28,R,476,6.0,20.3,14.4,65.3,1.17,1.2
167787,U,OK,mollisols,A,0,2,R,621,5.7,13.2,22.4,64.4,2.34,2.3
167788,U,OK,mollisols,A,2,25,R,365,6.2,15.6,21.6,62.8,1.07,1.1
167790,U,OK,mollisols,A,0,2,R,1005,5.8,17.4,21.8,60.8,3.18,3.2
167791,U,OK,mollisols,A,2,35,R,404,6.3,22.9,20.0,57.1,1.28,1.3
167793,U,OK,mollisols,A,0,2,R,1410,5.7,16.6,18.6,64.8,3.35,3.3
167794,U,OK,mollisols,A,2,35,R,366,6.0,19.3,19.1,61.6,1.21,1.2
167796,U,OK,mollisols,A,0,2,R,1529,5.7,15.9,18.8,65.3,3.82,3.8
167797,U,OK,mollisols,A,2,36,R,401,6.1,18.0,19.5,62.5,1.22,1.2
167799,U,OK,mollisols,A,0,2,R,2199,5.5,17.9,18.2,63.9,3.81,3.8
167800,U,OK,mollisols,A,2,36,R,477,6.2,23.7,17.4,58.9,1.22,1.2
167802,U,OK,mollisols,A,0,2,NT,401,4.3,18.1,16.7,65.2,1.28,1.3
167803,U,OK,mollisols,A,2,22,NT,257,5.4,23.0,14.8,62.2,0.87,0.9
167805,U,OK,mollisols,A,0,2,NT,476,4.1,17.4,16.5,66.1,1.3,1.3
167806,U,OK,mollisols,A,2,24,NT,293,4.9,23.6,15.3,61.1,0.9,0.9
167808,U,OK,mollisols,A,0,2,NT,365,4.2,17.3,17.3,65.4,1.16,1.2
167809,U,OK,mollisols,A,2,23,NT,330,4.4,21.4,16.9,61.7,0.9,0.9
167811,U,OK,mollisols,A,0,2,NT,511,4.3,18.0,16.6,65.3,1.34,1.3
167812,U,OK,mollisols,A,2,27,NT,296,5.1,24.0,14.9,61.1,0.8,0.8
167814,U,OK,mollisols,A,0,2,NT,366,4.3,16.3,18.3,65.4,1.44,1.4
167815,U,OK,mollisols,A,2,17,NT,257,4.1,19.4,16.0,64.6,0.92,0.9
167817,U,OK,mollisols,A,0,2,NT,439,4.4,18.3,11.1,70.6,1.52,1.5
167818,U,OK,mollisols,A,2,20,NT,220,4.4,19.9,11.2,68.9,0.86,0.9
167819,U,OK,mollisols,A,20,44,NT,185,6.3,30.1,8.6,61.3,0.79,0.8
167820,U,OK,mollisols,A,0,2,NT,366,4.3,18.5,15.1,66.4,1.34,1.3
167821,U,OK,mollisols,A,2,24,NT,220,4.4,21.8,11.9,66.3,0.87,0.9
167823,U,OK,mollisols,A,0,2,NT,366,4.5,19.2,11.2,69.6,1.3,1.3
167824,U,OK,mollisols,A,2,30,NT,170,7.2,41.2,8.5,50.3,0.55,0.5
167826,U,OK,mollisols,A,0,2,NT,479,4.4,19.9,10.0,70.1,1.75,1.8
167827,U,OK,mollisols,A,2,23,NT,184,4.6,24.2,8.9,66.9,0.89,0.9
167829,U,OK,mollisols,A,0,2,NT,330,4.2,18.1,12.3,69.6,1.38,1.4
167830,U,OK,mollisols,A,2,31,NT,184,4.4,22.0,11.3,66.7,0.8,0.8
167832,U,OK,mollisols,A,0,2,T,367,5.1,21.3,8.0,70.7,1.46,1.5
167833,U,OK,mollisols,A,2,23,T,221,4.7,22.8,8.2,69.0,1.01,1.0
167835,U,OK,mollisols,A,0,2,T,429,5.4,21.1,8.0,70.9,1.66,1.7
167836,U,OK,mollisols,A,2,17,T,221,4.8,22.1,8.5,69.4,1.08,1.1
167838,U,OK,mollisols,A,0,2,T,366,5.3,21.0,8.0,71.0,1.54,1.5
167839,U,OK,mollisols,A,2,19,T,221,5.1,22.2,9.0,68.8,1.01,1.0
167841,U,OK,mollisols,A,0,2,T,732,5.4,21.4,7.9,70.7,1.57,1.6
167842,U,OK,mollisols,A,2,20,T,367,4.7,22.1,8.3,69.6,1.03,1.0
167844,U,OK,mollisols,A,0,2,T,611,5.3,20.8,8.5,70.7,1.56,1.6
167845,U,OK,mollisols,A,2,24,T,515,4.9,22.7,7.3,70.0,1.09,1.1
167847,U,OK,mollisols,A,0,2,NT,737,5.3,19.9,36.0,44.1,1.7,1.7
167848,U,OK,mollisols,A,2,15,NT,295,6.0,23.6,35.1,41.3,0.72,0.7
167850,U,OK,mollisols,A,0,2,NT,517,6.0,28.0,18.4,53.6,1.4,1.4
167851,U,OK,mollisols,A,2,17,NT,373,7.4,32.4,19.0,48.6,0.65,0.6
167853,U,OK,mollisols,A,0,2,NT,660,5.8,27.4,18.0,54.6,1.91,1.9
167854,U,OK,mollisols,A,2,12,NT,334,7.1,31.5,17.4,51.1,0.65,0.7
167856,U,OK,mollisols,A,0,2,NT,737,5.6,28.1,20.0,51.9,1.93,1.9
167857,U,OK,mollisols,A,2,10,NT,408,6.1,30.1,18.9,51.0,0.89,0.9
167859,U,OK,mollisols,A,0,2,NT,681,5.7,31.5,15.8,52.7,1.76,1.8
167860,U,OK,mollisols,A,2,7,NT,371,6.3,33.5,15.8,50.7,0.85,0.9
167863,U,OK,mollisols,A,0,2,NT,515,4.7,26.1,12.9,61.0,1.79,1.8
167864,U,OK,mollisols,A,2,26,NT,369,4.8,27.2,12.3,60.5,1.15,1.1
167866,U,OK,mollisols,A,0,2,NT,552,4.9,26.5,14.1,59.4,1.94,1.9
167867,U,OK,mollisols,A,2,23,NT,370,5.0,28.8,11.9,59.3,1.11,1.1
167869,U,OK,mollisols,A,0,2,NT,480,4.6,26.5,13.0,60.5,1.71,1.7
167870,U,OK,mollisols,A,2,23,NT,406,5.0,28.3,13.4,58.3,1.09,1.1
167872,U,OK,mollisols,A,0,2,NT,676,5.1,26.1,12.1,61.8,2.17,2.2
167873,U,OK,mollisols,A,2,18,NT,368,5.0,28.4,13.2,58.4,1.12,1.1
167875,U,OK,mollisols,A,0,2,NT,516,5.1,27.0,11.4,61.6,1.83,1.8
167876,U,OK,mollisols,A,2,21,NT,332,5.2,28.6,12.4,59.0,1.1,1.1
167878,U,OK,mollisols,A,0,2,R,1471,5.9,20.2,14.6,65.2,4.67,4.7
167879,U,OK,mollisols,A,2,26,R,478,6.0,22.7,12.8,64.5,1.55,1.5
167881,U,OK,mollisols,A,0,2,R,980,6.1,18.5,16.4,65.1,4,4.0
167882,U,OK,mollisols,A,2,21,R,441,6.0,19.4,16.4,64.2,1.47,1.5
167884,U,OK,mollisols,A,0,2,R,913,6.1,19.3,15.4,65.3,3.46,3.5
167885,U,OK,mollisols,A,2,23,R,405,5.9,23.7,14.8,61.5,1.32,1.3
167887,U,OK,mollisols,A,0,2,R,924,5.8,20.2,13.5,66.3,4.35,4.3
167888,U,OK,mollisols,A,2,22,R,407,6.0,24.1,13.3,62.6,1.47,1.5
167890,U,OK,mollisols,A,0,2,R,862,5.9,21.1,15.8,63.1,3.31,3.3
167891,U,OK,mollisols,A,2,20,R,554,5.9,21.5,14.2,64.3,2.21,2.2
167893,U,OK,mollisols,A,0,2,R,1190,5.4,18.8,16.2,65.0,6.88,6.9
167894,U,OK,mollisols,A,2,31,R,406,5.9,22.3,14.8,62.9,1.57,1.6
167896,U,OK,mollisols,A,0,2,R,928,5.7,20.2,15.6,64.2,5.18,5.2
167897,U,OK,mollisols,A,2,33,R,407,6.0,24.8,14.4,60.8,1.8,1.8
167899,U,OK,mollisols,A,0,2,R,924,5.9,18.2,16.6,65.2,4.35,4.4
167900,U,OK,mollisols,A,2,31,R,369,6.1,22.3,17.2,60.5,1.39,1.4
167902,U,OK,mollisols,A,0,2,R,861,5.6,18.8,16.4,64.8,3.59,3.6
167903,U,OK,mollisols,A,2,30,R,332,5.8,21.2,18.9,59.9,1.5,1.5
167905,U,OK,mollisols,A,0,2,R,664,5.4,18.8,16.9,64.3,3.52,3.5
167906,U,OK,mollisols,A,2,32,R,407,5.9,22.5,17.0,60.5,1.46,1.5
167908,U,OK,mollisols,A,0,2,T,334,4.4,25.7,9.3,65.0,1.01,1.0
167909,U,OK,mollisols,A,2,26,T,263,6.0,34.9,7.3,57.8,0.83,0.8
167911,U,OK,mollisols,A,0,2,T,334,4.4,25.7,10.5,63.8,1.02,1.0
167912,U,OK,mollisols,A,2,24,T,335,5.3,26.2,11.2,62.6,1.07,1.1
167914,U,OK,mollisols,A,0,2,T,333,4.8,25.8,10.2,64.0,1.02,1.0
167915,U,OK,mollisols,A,2,16,T,297,4.7,25.2,11.2,63.6,0.94,0.9
167917,U,OK,mollisols,A,0,2,T,370,4.5,22.7,9.6,67.7,1.12,1.1
167918,U,OK,mollisols,A,2,20,T,333,5.8,22.9,4.8,72.3,0.95,0.9
167920,U,OK,mollisols,A,0,2,T,368,4.4,20.0,13.5,66.5,1.12,1.1
167921,U,OK,mollisols,A,2,24,T,369,4.5,19.2,13.1,67.7,1.13,1.1
167923,U,OK,mollisols,A,0,2,T,551,5.3,13.5,18.8,67.7,1.67,1.7
167924,U,OK,mollisols,A,2,25,T,220,5.8,15.2,16.9,67.9,0.75,0.8
167926,U,OK,mollisols,A,0,2,T,367,5.0,13.1,20.4,66.5,1.32,1.3
167927,U,OK,mollisols,A,2,23,T,220,5.8,14.7,19.2,66.1,0.77,0.8
167929,U,OK,mollisols,A,0,2,T,507,5.6,13.1,22.7,64.2,1.58,1.6
167930,U,OK,mollisols,A,2,23,T,254,5.6,14.2,19.9,65.9,1.19,1.2
167932,U,OK,mollisols,A,0,2,T,235,5.9,15.6,18.2,66.2,0.75,0.7
167933,U,OK,mollisols,A,2,17,T,590,5.2,13.9,19.4,66.7,1.88,1.9
167935,U,OK,mollisols,A,0,2,T,439,5.4,14.1,22.8,63.1,1.39,1.4
167936,U,OK,mollisols,A,2,25,T,220,5.8,15.1,19.1,65.8,0.72,0.7
167938,U,OK,mollisols,A,0,2,R,1732,5.1,14.5,10.5,75.0,4.97,5.0
167939,U,OK,mollisols,A,2,29,R,480,5.7,19.9,8.3,71.8,1.53,1.5
167941,U,OK,mollisols,A,0,2,R,1056,5.5,30.0,7.0,63.0,5.07,5.1
167942,U,OK,mollisols,A,2,28,R,407,6.3,20.0,8.2,71.8,1.3,1.3
167944,U,OK,mollisols,A,0,2,R,947,5.0,16.4,9.6,74.0,2.87,2.9
167945,U,OK,mollisols,A,2,27,R,444,5.6,20.1,8.8,71.1,1.31,1.3
167947,U,OK,mollisols,A,0,2,R,860,5.1,16.7,10.0,73.3,2.86,2.9
167948,U,OK,mollisols,A,2,25,R,407,5.8,21.2,9.2,69.6,1.42,1.4
167950,U,OK,mollisols,A,0,2,R,1604,5.1,16.9,8.6,74.5,4.14,4.1
167951,U,OK,mollisols,A,2,30,R,444,5.4,20.5,9.9,69.6,1.42,1.4
167953,U,OK,mollisols,A,0,2,T,688,6.9,29.6,14.4,56.0,1.5,1.5
167954,U,OK,mollisols,A,2,19,T,527,7.0,29.7,13.9,56.4,1.14,1.1
167956,U,OK,mollisols,A,0,5,T,596,6.8,24.2,18.4,57.4,1.48,1.5
167959,U,OK,mollisols,A,0,4,T,623,6.9,26.2,16.6,57.2,1.41,1.4
167962,U,OK,mollisols,A,0,2,T,593,7.2,27.7,16.9,55.4,1.428,1.5
167963,U,OK,mollisols,A,2,10,T,649,7.0,29.1,16.4,54.5,1.2752,1.3
167966,U,OK,mollisols,A,0,6,T,745,7.0,25.3,17.5,57.2,1.5856,1.6
167969,U,OK,mollisols,A,0,2,T,330,4.9,16.7,15.2,68.1,1.27,1.3
167970,U,OK,mollisols,A,2,38,T,294,4.8,18.8,16.1,65.1,0.9,0.9
167972,U,OK,mollisols,A,0,2,T,294,4.8,16.8,13.0,70.2,1.15,1.1
167973,U,OK,mollisols,A,2,38,T,221,5.1,20.6,12.8,66.6,0.9,0.9
167975,U,OK,mollisols,A,0,2,T,293,5.0,17.7,14.5,67.8,1.11,1.1
167976,U,OK,mollisols,A,2,33,T,220,4.5,18.0,13.8,68.2,0.94,0.9
167978,U,OK,mollisols,A,0,2,T,294,5.0,18.5,6.2,75.3,1.12,1.1
167979,U,OK,mollisols,A,2,38,T,184,4.9,18.6,14.9,66.5,0.81,0.8
167981,U,OK,mollisols,A,0,2,T,257,5.2,18.3,14.8,66.9,1.16,1.2
167982,U,OK,mollisols,A,2,36,T,184,4.7,17.5,13.7,68.8,0.83,0.8
179388,U,NM,mollisols,A,0,14,,732,7.9,,,,2.6404,6.1
179389,U,NM,mollisols,A,14,31,,732,8.0,23.5,47.6,28.9,2.3504,8.1
179392,U,NM,mollisols,A,0,10,,745,7.9,14.8,53.6,31.6,2.4116,4.7
179395,U,NM,mollisols,A,0,8,,651,8.1,17.7,51.2,31.1,2.228,6.1
179396,U,NM,mollisols,A,8,27,,883,8.0,19.9,49.5,30.6,3.0376,7.1
179398,U,NM,mollisols,A,0,14,,584,8.0,20.0,48.1,31.9,1.9444,5.0
179399,U,NM,mollisols,A,14,27,,655,8.1,23.9,45.6,30.5,2.2524,6.3
179401,U,NM,mollisols,A,0,10,,810,8.0,27.6,30.6,41.8,2.7948,3.1
179403,U,NM,mollisols,A,0,7,,1029,8.1,19.6,40.0,40.4,4.9244,5.4
179405,U,NM,mollisols,A,0,9,,734,8.2,18.4,38.3,43.3,2.212,4.1
179407,D,NM,mollisols,A,0,12,,808,8.0,17.7,39.7,42.6,2.3984,4.5
179409,U,NM,mollisols,A,0,10,,650,8.0,13.9,61.6,24.5,2.0528,4.4
179411,U,NM,mollisols,A,0,2,,367,8.3,16.1,48.6,35.3,1.2284,1.9
179413,D,NM,mollisols,A,0,3,,584,8.2,17.3,51.0,31.7,2.2292,3.2
179414,D,NM,mollisols,A,3,14,,883,8.0,24.3,43.5,32.2,3.0672,4.8
179416,D,NM,mollisols,A,0,28,,880,8.0,16.7,54.0,29.3,2.7824,5.1
179419,U,NM,mollisols,A,0,22,,965,8.0,29.4,27.2,43.4,3.1184,3.9
179420,D,NM,mollisols,A,0,11,,813,8.1,30.4,25.9,43.7,2.842,3.9
179421,D,NM,mollisols,A,0,20,,813,7.8,32.1,23.6,44.3,3.0764,4.3
179422,U,NM,mollisols,A,0,10,,592,7.9,27.3,28.2,44.5,3.0988,3.7
179423,U,NM,aridisols,A,0,20,,478,8.2,23.1,46.9,30.0,1.7968,2.0
179426,U,NM,aridisols,A,0,12,,440,8.1,23.5,47.1,29.4,1.652,2.3
179428,U,NM,aridisols,A,0,22,,513,8.0,23.3,47.8,28.9,1.7792,2.3
179429,U,NM,aridisols,AB,22,82,,294,8.1,28.3,39.4,32.3,1.0388,1.8
179430,U,NM,aridisols,A,0,19,,477,8.1,20.6,49.7,29.7,1.7908,2.2
179432,U,NM,aridisols,A,0,17,,659,8.0,17.3,51.3,31.4,2.1332,2.7
179437,U,NM,mollisols,A,0,12,,954,7.3,33.8,31.1,35.1,3.9496,4.0
179440,U,NM,mollisols,A,0,12,,1105,6.9,27.2,36.6,36.2,4.5576,4.6
179443,U,NM,mollisols,A,0,13,,843,7.7,28.0,36.5,35.5,2.4912,2.5
179444,D,NM,mollisols,A,1,8,,1621,7.3,30.3,35.7,34.0,5.6284,5.7
181703,U,TX,alfisols,A,0,5,,36,6.2,7.5,74.7,17.8,0.25,0.3
181704,U,TX,alfisols,A,5,10,,108,5.7,6.2,79.5,14.3,0.23,0.2
181705,U,TX,alfisols,A,10,17,,109,5.3,7.3,76.0,16.7,0.21,0.2
183025,U,TX,alfisols,A,0,20,,253,5.5,7.0,62.2,30.8,0.6716,0.7
183026,U,TX,alfisols,A,20,29,,508,6.0,8.9,56.3,34.8,1.6956,1.7
184939,U,SD,mollisols,A,0,2,T,591,6.7,24.9,27.8,47.3,2.4884,2.5
184940,U,SD,mollisols,A,2,5,T,592,6.5,23.9,28.5,47.6,2.6796,2.7
184941,U,SD,mollisols,A,5,16,T,444,6.5,29.0,25.5,45.5,0.8608,0.9
184947,D,SD,mollisols,A,0,2,,1033,6.6,22.0,25.0,53.0,3.6308,3.7
184948,D,SD,mollisols,A,2,5,,961,6.4,22.2,24.1,53.7,2.9744,3.0
184949,U,SD,mollisols,A,5,15,T,444,6.6,23.7,23.0,53.3,1.7108,1.7
184952,U,SD,mollisols,A,0,2,T,596,6.7,37.8,17.8,44.4,2.4708,2.5
184953,U,SD,mollisols,A,2,5,T,522,6.4,38.2,18.1,43.7,2.212,2.2
184954,U,SD,mollisols,A,5,8,T,522,6.4,38.2,17.7,44.1,2.1044,2.1
184958,U,SD,mollisols,A,0,2,T,517,6.6,26.9,26.5,46.6,2.7344,2.7
184959,U,SD,mollisols,A,2,5,T,479,6.4,30.3,25.4,44.3,1.7256,1.7
184960,U,SD,mollisols,A,5,10,T,446,6.1,37.0,21.1,41.9,1.3612,1.4
184963,D,SD,mollisols,A,0,2,T,958,6.5,21.2,29.0,49.8,3.1248,3.2
184964,U,SD,mollisols,A,2,5,T,552,6.3,21.7,28.7,49.6,2.4996,2.5
184965,U,SD,mollisols,A,5,17,T,442,6.2,24.5,27.5,48.0,1.5944,1.6
184968,U,SD,mollisols,A,0,2,R,1770,6.4,24.8,17.5,57.7,6.2512,6.3
184969,U,SD,mollisols,A,2,5,R,1483,6.3,25.4,15.5,59.1,4.8884,4.9
184970,U,SD,mollisols,A,5,14,R,516,6.3,28.3,16.1,55.6,2.5408,2.6
184975,U,SD,mollisols,A,0,2,R,1629,6.6,24.7,23.7,51.6,5.8512,5.9
184976,U,SD,mollisols,A,2,5,R,591,6.3,24.5,25.3,50.2,4.2548,4.3
184977,U,SD,mollisols,A,5,12,R,592,6.7,26.7,27.4,45.9,2.2172,2.2
184980,D,SD,mollisols,A,0,2,R,1628,6.5,25.9,17.8,56.3,5.326,5.3
184981,D,SD,mollisols,A,2,5,R,1182,6.5,26.9,16.7,56.4,4.196,4.2
184982,U,SD,mollisols,A,5,14,R,556,6.6,40.8,14.3,44.9,1.9184,1.9
184986,U,SD,mollisols,A,0,2,R,1179,6.3,24.4,17.9,57.7,4.2172,4.2
184987,D,SD,mollisols,A,2,5,R,755,6.3,29.3,16.6,54.1,2.662,2.7
184988,U,SD,mollisols,A,5,15,R,557,6.7,44.3,12.0,43.7,1.9608,2.0
184991,U,SD,mollisols,A,0,2,R,1473,6.2,25.5,18.3,56.2,4.7172,4.7
184992,D,SD,mollisols,A,2,5,R,682,6.1,25.0,20.0,55.0,2.7408,2.8
184993,U,SD,mollisols,A,5,13,R,554,6.3,37.7,14.7,47.6,1.8308,1.8
192741,U,ND,mollisols,A,0,25,,1305,6.8,14.0,32.0,54.0,2.6756,2.9
192746,U,ND,mollisols,A,0,25,,866,7.4,14.3,31.2,54.5,1.86,2.0
192750,U,ND,mollisols,A,0,33,,878,6.8,14.8,27.4,57.8,3.0396,3.1
200269,U,OR,mollisols,A,0,10,,591,5.8,22.7,8.6,68.7,2.3,2.3
200270,U,OR,mollisols,A,10,25,,443,5.9,23.3,9.1,67.6,1.73,1.8
200271,U,OR,mollisols,AB,25,50,,259,6.0,24.1,9.1,66.8,1,1.0
200355,D,OR,mollisols,A,0,12,,959,5.8,23.2,4.0,72.8,3.17,3.2
200356,U,OR,mollisols,A,12,33,,405,5.8,24.7,3.7,71.6,2.0076,2.0
203377,U,ND,mollisols,A,0,28,,1661,6.6,14.1,30.6,55.3,3.8756,4.0
222930,U,SD,mollisols,A,0,2,R,2210,6.6,26.9,38.6,34.5,8.1,8.1
222931,U,SD,mollisols,A,2,15,R,1103,6.3,22.8,45.0,32.2,3.77,3.8
222937,U,SD,mollisols,A,0,2,R,2024,6.9,24.8,41.5,33.7,7.34,7.3
222938,U,SD,mollisols,A,2,13,R,1282,6.4,22.2,47.5,30.3,4.38,4.4
222941,U,SD,mollisols,A,0,2,R,2035,6.8,25.5,37.1,37.4,8.15,8.2
222942,U,SD,mollisols,A,2,15,R,1289,6.6,25.1,41.3,33.6,4.11,4.1
222946,U,SD,mollisols,A,0,2,R,1840,6.4,23.5,38.1,38.4,6.39,6.4
222947,U,SD,mollisols,A,2,19,R,1098,6.0,22.6,42.6,34.8,3.95,3.9
222950,U,SD,mollisols,A,0,2,R,2039,7.5,24.6,40.7,34.7,6.87,6.9
222951,U,SD,mollisols,A,2,19,R,921,7.7,23.4,44.6,32.0,3.4388,3.6
222954,U,SD,mollisols,A,0,2,T,1099,6.5,20.4,50.9,28.7,4.27,4.3
222955,U,SD,mollisols,A,2,20,T,729,6.8,19.8,51.9,28.3,2.2664,2.3
222961,U,SD,mollisols,A,0,2,T,950,6.0,18.2,54.0,27.8,3.84,3.8
222962,U,SD,mollisols,A,2,28,T,950,6.2,19.6,51.9,28.5,2.38,2.4
222964,U,SD,mollisols,A,0,2,T,1096,6.6,19.7,52.5,27.8,4.64,4.6
222965,U,SD,mollisols,A,2,25,T,657,6.7,19.9,51.8,28.3,2.15,2.1
222968,U,SD,mollisols,A,0,2,T,878,6.4,21.1,52.6,26.3,3.02,3.0
222969,U,SD,mollisols,A,2,21,T,657,6.7,21.5,52.8,25.7,2.13,2.1
222972,U,SD,mollisols,A,0,2,T,949,6.6,20.0,51.9,28.1,3.6548,3.7
222973,U,SD,mollisols,A,2,28,T,731,7.5,19.1,55.3,25.6,2.2676,2.3
222976,U,SD,mollisols,A,0,2,T,1833,5.3,20.2,34.6,45.2,6.34,6.3
222977,U,SD,mollisols,A,2,8,T,822,6.2,20.7,34.8,44.5,2.48,2.5
222981,U,SD,mollisols,A,0,2,T,913,5.6,17.5,42.6,39.9,2.67,2.7
222984,U,SD,mollisols,A,2,11,T,1832,5.3,18.4,38.6,43.0,5.34,5.3
222985,U,SD,mollisols,A,0,2,T,2204,5.3,19.6,35.6,44.8,6.98,7.0
222986,U,SD,mollisols,A,2,12,T,1462,5.5,19.7,37.5,42.8,4.2,4.2
222989,D,SD,mollisols,A,0,2,T,2208,5.4,19.8,35.6,44.6,6.14,6.1
222990,U,SD,mollisols,A,2,10,T,950,5.7,18.7,41.0,40.3,3,3.0
222993,U,SD,mollisols,A,0,2,T,2577,5.1,19.9,31.1,49.0,8.84,8.8
222994,U,SD,mollisols,A,2,11,T,913,5.5,18.8,36.5,44.7,2.89,2.9
229898,U,MN,mollisols,A,0,5,R,1651,7.8,38.6,10.1,51.3,5.6496,5.9
229899,U,MN,mollisols,A,5,19,R,1396,8.0,40.1,7.2,52.7,4.6456,4.9
229900,U,MN,mollisols,A,19,38,R,252,8.1,40.8,4.7,54.5,1.164,1.2
229901,U,MN,mollisols,A,38,53,R,252,8.1,39.9,4.9,55.2,1.2336,1.3
229902,U,MN,mollisols,AB,53,78,R,251,8.1,39.7,4.5,55.8,0.9852,1.0
229905,U,MN,mollisols,A,0,5,R,1777,7.9,39.1,7.5,53.4,5.4396,6.0
229906,U,MN,mollisols,A,5,18,R,1268,8.0,39.3,9.7,51.0,4.2764,4.9
229907,U,MN,mollisols,A,18,30,R,890,8.0,40.6,10.3,49.1,3.2164,3.6
229908,U,MN,mollisols,AB,30,57,R,251,8.0,38.6,12.3,49.1,1.078,1.1
229909,U,MN,mollisols,O,0,5,R,2468,7.7,37.5,7.8,54.7,9.9976,10.2
229910,U,MN,mollisols,A,5,14,R,1760,7.7,38.1,7.6,54.3,5.76,6.0
229911,U,MN,mollisols,A,14,37,R,1642,7.9,38.9,6.7,54.4,5.4712,5.6
229912,U,MN,mollisols,A,37,62,R,627,7.7,37.9,5.2,56.9,2.1816,2.2
229913,U,MN,mollisols,A,0,5,R,1631,7.6,40.6,13.3,46.1,6.2052,7.8
229914,U,MN,mollisols,A,5,22,R,1258,7.6,42.9,16.8,40.3,5.0612,6.7
229915,U,MN,mollisols,A,22,37,R,750,7.6,43.1,19.2,37.7,2.6844,3.9
229916,U,MN,mollisols,A,37,61,R,374,7.7,43.6,19.5,36.9,0.9984,2.7
229920,U,MN,mollisols,A,0,5,R,1515,7.8,37.5,11.5,51.0,5.466,6.1
229921,U,MN,mollisols,A,5,20,R,1392,7.9,37.4,11.5,51.1,4.7372,5.5
229922,U,MN,mollisols,A,20,40,R,1129,7.9,40.6,12.3,47.1,3.9604,5.4
229923,U,MN,mollisols,AB,40,49,R,501,7.9,41.3,14.2,44.5,1.6712,3.1
229924,U,MN,mollisols,A,0,5,R,1512,7.8,37.5,9.5,53.0,5.6712,6.5
229925,U,MN,mollisols,A,5,29,R,1257,7.9,39.0,8.8,52.2,4.7428,5.7
229926,U,MN,mollisols,A,29,51,R,751,8.0,38.4,7.7,53.9,2.3636,4.0
229927,U,MN,mollisols,A,0,5,R,1249,7.0,35.5,10.1,54.4,4.5324,4.6
229928,U,MN,mollisols,A,5,10,R,1251,6.8,36.2,10.2,53.6,3.8776,3.9
229929,U,MN,mollisols,A,10,28,R,1002,7.1,36.4,10.4,53.2,3.3796,3.4
229930,U,MN,mollisols,AB,28,44,R,499,7.7,35.4,13.6,51.0,1.2948,1.4
229934,U,MN,mollisols,A,0,5,R,1370,7.3,37.4,8.3,54.3,4.5676,4.6
229935,U,MN,mollisols,A,5,24,R,996,7.2,37.8,8.0,54.2,3.4076,3.7
229936,U,MN,mollisols,A,24,39,R,626,7.2,39.3,5.8,54.9,2.182,2.2
229937,U,MN,mollisols,AB,39,59,R,377,7.8,46.4,3.8,49.8,1.2676,1.5
229941,U,MN,mollisols,A,0,5,R,1504,7.2,37.1,11.0,51.9,5.4252,5.5
229942,U,MN,mollisols,A,5,26,R,996,7.1,37.4,10.8,51.8,3.6556,3.7
229943,U,MN,mollisols,A,26,50,R,621,7.2,34.8,8.4,56.8,2.2996,2.3
230730,U,NE,mollisols,A,0,5,P,1025,5.5,30.4,7.8,61.8,5.15,5.2
230731,U,NE,mollisols,A,5,23,P,467,5.8,36.4,6.6,57.0,1.8792,1.9
230732,U,NE,mollisols,A,23,56,P,466,6.2,33.9,8.8,57.3,1.676,1.7
230736,U,NE,mollisols,A,0,5,P,1308,6.0,33.0,7.7,59.3,7.0056,7.0
230737,U,NE,mollisols,A,5,21,P,464,6.1,33.6,7.7,58.7,1.716,1.7
230738,U,NE,mollisols,A,21,58,P,465,6.2,34.3,7.4,58.3,1.5208,1.5
